OBJECTID;CRSH_ID;COUNTY;COUNTY_NBR;MUNCIPALIT;ON_RD;DIS;DIR;FROM_RD;TWDS_RD;MLPST_RD;GIS_MP_ROU;MILEPOST;HO_ROUTE_N;HO_ROUTE_C;SEV;CRASH_DATE;DAY;TIME;LIGHT_COND;ROAD_SURFA;ALCOHOL_FL;MOTORCYCLE;HEAVY_TRUC;SPEED_RELA;OLDER_DRIV;TEEN_DRIVE;CRASH_TYPE;LOC_ERROR;geo_shape;geo_point_2d
1269;103062010.0;COLUMBUS;23.0;CERRO GORDO;SR 1410;0.1;N;SR 1411;SR 1403;SR 1410;4000141020.0;0.58;SR 1410;SR;K;2010-12-24T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.92347084733352, 34.31392701339344]}";34.3139270134, -78.9234708473
1223;103841155.0;CUMBERLAND;25.0;FAYETTEVILLE;RIM;0.1;S;GOODEN;CASTLE FALLS;SR 1402;4000140230.0;0.8470000000000001;SR 1402;SR;K;2013-08-07T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.04711755405235, 35.0421953780633]}";35.0421953781, -79.0471175541
1220;103930941.0;CRAVEN;24.0;HAVELOCK;US 70;0.2;E;CUNNINGHAM;HOLLYWOOD;US 70;2000007020.0;35.493;US 70;US;K;2013-12-02T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.90246671202381, 34.87295588560081]}";34.8729558856, -76.902466712
1221;103340530.0;DAVIDSON;28.0;THOMASVILLE;I 85;0.0;N;RANDOLPH;SEDGE HILL;I 85;1000008530.0;21.192;I 85;INTERSTATE;K;2011-12-06T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.07192231243951, 35.86005607931548]}";35.8600560793, -80.0719223124
1238;104099279.0;CUMBERLAND;25.0;SPRING LAKE;SR 1620;0.049;E;SR 1602;SR 2432;SR 1620;4000162030.0;0.63;SR 1620;SR;K;2014-07-01T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.96240896775323, 35.17051182150665]}";35.1705118215, -78.9624089678
1239;103259258.0;CRAVEN;24.0;VANCEBORO;US 17;0.1;S;SR 1436;SR 1003;US 17;2000001720.0;26.438000000000002;US 17;US;K;2011-09-23T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.10719056566445, 35.26645188260093]}";35.2664518826, -77.1071905657
1218;103296900.0;CUMBERLAND;25.0;STEDMAN;SR 1852;0.011000000000000001;N;SR 1927;SR 1851;SR 1852;4000185230.0;0.777;SR 1852;SR;K;2011-11-06T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;ANIMAL;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.67601975910355, 35.01933791035287]}";35.0193379104, -78.6760197591
1213;103847550.0;CRAVEN;24.0;NEW BERN;NC 43;0.007;S;SR 1401;SR 1243;NC 43;3000004320.0;6.003;NC 43;NC;K;2013-09-06T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;PEDALCYCLIST;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.13199196985002, 35.19346778285807]}";35.1934677829, -77.1319919699
1230;103191901.0;CRAVEN;24.0;NEW BERN;US 70;0.3;E;SR 1124;SR 1121;US 70;2000007020.0;20.36;US 70;US;K;2011-06-10T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.02106518087797, 35.062100036349506]}";35.0621000363, -77.0210651809
1214;103471549.0;DAVIDSON;28.0;WINSTON-SALEM;NC 150;0.0;;SR 1696;SR 1520;NC 150;3000015030.0;24.192;NC 150;NC;K;2012-06-07T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.28315880661816, 35.980884475282906]}";35.9808844753, -80.2831588066
1217;103482414.0;CRAVEN;24.0;NEW BERN;US 70;0.1;S;US 17;US 70;US 70;2000007020.0;999.999;US 70;US;K;2012-06-22T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1419;103369481.0;CLEVELAND;22.0;POLKVILLE;SR 1361;0.4;W;SR 1352;SR 1351;SR 1361;4000136120.0;3.02;SR 1361;SR;K;2012-02-03T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.68037225972103, 35.399641769770916]}";35.3996417698, -81.6803722597
1415;103017848.0;CLEVELAND;22.0;FALLSTON;SR 1803;0.3;W;NC 18;SR 1801;SR 1803;4000180320.0;1.7140000000000002;SR 1803;SR;K;2010-11-15T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.50791799106375, 35.4088597819916]}";35.408859782, -81.5079179911
1410;103054986.0;DAVIDSON;28.0;LEXINGTON;US 64;0.009000000000000001;E;CL-DAVIE;SR 1186;US 64;2000006430.0;0.009000000000000001;US 64;US;K;2010-12-29T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.38637953746824, 35.85703781905564]}";35.8570378191, -80.3863795375
1455;103407280.0;CLEVELAND;22.0;SHELBY;GROVER;0.011000000000000001;E;LOGAN;FREDERICK;NC 18;3000001820.0;10.087;NC 18;NC;K;2012-03-04T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.52976465648138, 35.30373414973288]}";35.3037341497, -81.5297646565
1422;102931513.0;CLEVELAND;22.0;LATTIMORE;SR 1313;0.031;E;SR 1315;SR 1341;SR 1313;4000131320.0;2.891;SR 1313;SR;K;2010-08-06T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.62180006904022, 35.32564509479591]}";35.3256450948, -81.621800069
1417;104045184.0;CLEVELAND;22.0;FALLSTON;SR 1637;0.2;E;SR 1639;SR 1649;SR 1637;4000163720.0;1.22;SR 1637;SR;K;2014-04-23T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.52840433303787, 35.444433323958236]}";35.444433324, -81.528404333
1430;102825052.0;CLEVELAND;22.0;SHELBY;NC 226;0.012;S;SR 1832;SR 1337;NC 226;3000022620.0;16.748;NC 226;NC;K;2010-03-27T21:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.57045141285037, 35.35299532010185]}";35.3529953201, -81.5704514129
1418;103314328.0;CLEVELAND;22.0;CASAR;SR 1626;0.9;S;NC 10;SR 1623;SR 1626;4000162620.0;0.9;SR 1626;SR;K;2011-11-23T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DUSK;DRY;N;N;N;N;N;Y;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.58437863152129, 35.52627018975358]}";35.5262701898, -81.5843786315
1436;103763215.0;CLEVELAND;22.0;KINGS MOUNTAIN;NC 216;0.0;;SR 2245;US 29;NC 216;3000021620.0;3.342;NC 216;NC;K;2013-05-29T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.38917042521228, 35.20227181751448]}";35.2022718175, -81.3891704252
1402;102911348.0;DAVIDSON;28.0;LEXINGTON;SR 1231;0.4;W;SR 1203;SR 1615;SR 1231;4000123130.0;999.999;SR 1231;SR;K;2010-07-12T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;N;N;N;Y;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1288;104248334.0;CUMBERLAND;25.0;HOPE MILLS;SR 2252;0.1;W;SR 2258;SR 2257;SR 2252;4000225230.0;7.7010000000000005;SR 2252;SR;K;2014-12-01T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.89588826171583, 34.83847979468717]}";34.8384797947, -78.8958882617
1285;102832341.0;COLUMBUS;23.0;TABOR CITY;SR 1300;0.3;N;SR 1311;SR 1314;SR 1300;4000130020.0;2.826;SR 1300;SR;K;2010-04-04T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;Y;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.8659953175675, 34.189346620262974]}";34.1893466203, -78.8659953176
1296;102763707.0;COLUMBUS;23.0;TABOR CITY;SR 1005;0.4;S;SR 1321;SR 1315;SR 1005;4000100520.0;7.99;SR 1005;SR;K;2010-01-07T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.7965056896663, 34.20375920620738]}";34.2037592062, -78.7965056897
1279;103281456.0;COLUMBUS;23.0;TABOR CITY;SR 1308;1.0;N;SR 1310;SR 1314;SR 1308;4000130820.0;3.11;SR 1308;SR;K;2011-10-20T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.84804322000159, 34.200338247795]}";34.2003382478, -78.84804322
1291;103703561.0;COLUMBUS;23.0;WHITEVILLE;SR 1157;0.1;N;SR 1165;SR 1206;SR 1157;4000115720.0;0.86;SR 1157;SR;K;2013-03-15T21:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.69572564962701, 34.238198556506326]}";34.2381985565, -78.6957256496
1312;103263156.0;COLUMBUS;23.0;BRUNSWICK;NC 905;0.2;N;SR 1212;SR 1925;NC 905;3000090520.0;15.23;NC 905;NC;K;2011-09-28T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.67791759291515, 34.16264083025584]}";34.1626408303, -78.6779175929
1240;102832734.0;CRAVEN;24.0;VANCEBORO;US 17;0.2;N;SR 1482;SR 1436;US 17;2000001720.0;25.568;US 17;US;K;2010-04-01T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.09690175345081, 35.257060922282136]}";35.2570609223, -77.0969017535
1281;103151316.0;COLUMBUS;23.0;CHADBOURN;SR 1300;0.0;;SR 1420;SR 1418;SR 1300;4000130020.0;9.306000000000001;SR 1300;SR;K;2011-05-06T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.85989837335602, 34.28026929225009]}";34.2802692923, -78.8598983734
1247;103121612.0;COLUMBUS;23.0;SANDYFIELD;SR 1878;0.0;;SR 1820;SR 1870;SR 1878;4000187820.0;0.874;SR 1878;SR;K;2011-03-26T21:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.20540417755794, 34.326344619677194]}";34.3263446197, -78.2054041776
1244;103592320.0;COLUMBUS;23.0;WHITEVILLE;PINKNEY;0.0;;FLOWERS PRIDGEN;US 74;;5002428220.0;999.999;PINKNEY;LCL;K;2012-11-05T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;ROUTE NOT FOUND;;
1495;103746649.0;CUMBERLAND;25.0;FAYETTEVILLE;CLIFFDALE;0.014;W;71ST SCHOOL;REILLY;SR 1400;4000140030.0;4.789000000000001;SR 1400;SR;K;2012-12-01T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - UNKNOWN LIGHTING;DRY;UNK;N;N;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.01249409709818, 35.060150228366794]}";35.0601502284, -79.0124940971
1466;103350615.0;CLEVELAND;22.0;SHELBY;US 74;0.062;W;SR 2244;SR 2245;US 74;2000007420.0;17.928;US 74;US;K;2012-01-10T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.43546730648164, 35.24690272677257]}";35.2469027268, -81.4354673065
1494;103301091.0;CHOWAN;20.0;EDENTON;SR 1222;1.0;S;SR 1216;SR 1207;SR 1222;4000122220.0;1.5;SR 1222;SR;K;2011-11-11T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.67660426550067, 36.15025069820454]}";36.1502506982, -76.6766042655
1468;103298706.0;CLEVELAND;22.0;SHELBY;DIXON;0.2;E;LINK;COUNTY HOME;US 74;2000007420.0;12.994;US 74;US;K;2011-10-24T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.5125514262675, 35.27316012851326]}";35.2731601285, -81.5125514263
1472;103652973.0;CLEVELAND;22.0;MOORESBORO;US 74;0.0;;SR 1162;SR 1161;US 74;2000007420.0;3.547;US 74;US;K;2013-01-13T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;Y;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.6692558961273, 35.29627193237831]}";35.2962719324, -81.6692558961
1500;104182666.0;CHOWAN;20.0;EDENTON;NC 32;0.0;;SR 1305;SR 1309;NC 32;3000003220.0;24.376;NC 32;NC;K;2014-10-09T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.65533350664684, 36.26505358644715]}";36.2650535864, -76.6553335066
1498;103316995.0;DARE;27.0;KITTY HAWK;CROATAN;0.0;;WORTHINGTON;*;US 158;2000015830.0;4.906000000000001;US 158;US;K;2011-09-12T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;Y;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.69931250344686, 36.075496893922185]}";36.0754968939, -75.6993125034
1513;103784087.0;DARE;27.0;KITTY HAWK;KITTY HAWK;0.1;E;MIDGETT;HERBERT PERRY;KITTY HAWK;5001655530.0;999.999;KITTY HAWK;LCL;K;2013-05-19T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;Y;N;Y;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
1476;104165064.0;CUMBERLAND;25.0;FAYETTEVILLE;OWEN;0.019;S;FRIENDLY;PLAYER;OWEN;5002317830.0;5.25;OWEN;LCL;K;2014-05-25T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
1478;103488242.0;DAVIDSON;28.0;DENTON;NC 109;0.2;N;SR 2336;SR 2335;NC 109;3000010930.0;999.999;NC 109;NC;K;2012-07-01T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1340;103343731.0;CUMBERLAND;25.0;FAYETTEVILLE;CLIFFDALE;0.038;E;LANDSDOWNE;LYNDHURST;SR 1400;4000140030.0;6.781000000000001;SR 1400;SR;K;2011-12-31T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.97785319470589, 35.059963216587]}";35.0599632166, -78.9778531947
1313;103466075.0;CUMBERLAND;25.0;FAYETTEVILLE;REILLY;0.01;N;BALDOON;*LCL GLENCORE DR;SR 1403;4000140330.0;2.774;SR 1403;SR;K;2012-05-09T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.0128770630894, 35.06859977294326]}";35.0685997729, -79.0128770631
1341;103601406.0;COLUMBUS;23.0;WHITEVILLE;NC 131;0.0;;SR 1003;SR 1005;NC 131;3000013120.0;1.7;NC 131;NC;K;2012-11-09T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.75199034605068, 34.43664168650485]}";34.4366416865, -78.7519903461
1367;102883344.0;COLUMBUS;23.0;TABOR CITY;US 701;0.0;;SR 1156;SR 1180;US 701;2000070120.0;7.166;US 701;US;K;2010-06-06T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.77549094353782, 34.18864930563183]}";34.1886493056, -78.7754909435
1387;103409522.0;COLUMBUS;23.0;WHITEVILLE;US 74;0.0;;SR 1001;SR 1735;US 74;2000007420.0;23.837;US 74;US;K;2012-03-21T21:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.59938792350577, 34.33250815295036]}";34.332508153, -78.5993879235
1358;103178401.0;COLUMBUS;23.0;TABOR CITY;US 701;0.75;N;NC 410;SR 1151;US 701;2000070120.0;999.999;US 701;US;K;2011-05-26T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;Y;N;N;N;Y;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1326;103862475.0;COLUMBUS;23.0;TABOR CITY;NC 410;0.2;NE;US 701;WILLOW;NC 410;3000041020.0;999.999;NC 410;NC;K;2013-09-30T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAWN;DRY;N;N;N;N;N;N;OTHER;ROUTE MEASURE NOT FOUND;;
1394;103003528.0;CLEVELAND;22.0;GROVER;HARDEN;0.0;;CLEVELAND;*LCL WATTERSON RD;CLEVELAND;5000629720.0;999.999;CLEVELAND;LCL;K;2010-09-16T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;Y;N;OTHER;ROUTE NOT FOUND;;
1391;104140567.0;CLEVELAND;22.0;SHELBY;PINE;0.005;W;WASHINGTON;WOODEN;;5002416820.0;999.999;PINE;LCL;K;2014-07-17T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;PEDESTRIAN;ROUTE NOT FOUND;;
1396;102883270.0;CLEVELAND;22.0;KINGS MOUNTAIN;BARNETT;0.0;;PARRISH;THORNBURG;;5000171520.0;999.999;BARNETT;LCL;K;2010-05-20T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;PEDESTRIAN;ROUTE NOT FOUND;;
1076;103847050.0;CUMBERLAND;25.0;FAYETTEVILLE;RAMSEY;0.026000000000000002;N;SUMMERCHASE;*LCL NANDINA COURT;US 401;2000040130.0;17.796;US 401;US;K;2013-08-16T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;Y;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.86966668127167, 35.154950080933126]}";35.1549500809, -78.8696666813
1091;103058821.0;CUMBERLAND;25.0;FAYETTEVILLE;PAMALEE;0.1;N;CAIN;COMMONWEALTH;US 401;2000040130.0;11.22;US 401;US;K;2011-01-02T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.92490812066657, 35.08886881584539]}";35.0888688158, -78.9249081207
1094;103875541.0;CUMBERLAND;25.0;FAYETTEVILLE;PAMALEE;0.033;NW;BLANTON;SCAMPTON;US 401;2000040130.0;10.197000000000001;US 401;US;K;2013-09-21T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9422660045455, 35.08742653670403]}";35.0874265367, -78.9422660045
1082;103526444.0;CUMBERLAND;25.0;FAYETTEVILLE;RAMSEY;0.047;N;LONGVIEW;MCARTHUR;US 401;2000040130.0;14.367;US 401;US;K;2012-08-08T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;Y;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.87856217186413, 35.1064386455109]}";35.1064386455, -78.8785621719
1080;102918986.0;DARE;27.0;NAGS HEAD;NC 12;0.009000000000000001;E;LIGHTHOUSE;*LCL BURRUS LN;NC 12;3000001230.0;15.092;NC 12;NC;K;2010-07-21T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.53127710423237, 35.26695831083228]}";35.2669583108, -75.5312771042
1088;103567332.0;DAVIDSON;28.0;LEXINGTON;NC 150;0.032;N;SR 1175;SR 3174;NC 150;3000015030.0;7.655;NC 150;NC;K;2012-10-08T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.39619742628176, 35.8020599047338]}";35.8020599047, -80.3961974263
1106;103407927.0;CUMBERLAND;25.0;FAYETTEVILLE;RAEFORD;0.0;;SYKES POND;HOKE;US 401;2000040130.0;0.6;US 401;US;K;2012-03-05T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;Y;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.07253999501404, 35.032427163694194]}";35.0324271637, -79.072539995
1126;103572915.0;CUMBERLAND;25.0;FAYETTEVILLE;US 301;0.4;N;NC 162;SR 4200;I 95BUS;1900009530.0;3.685;I 95BUS;INTERSTATE;K;2012-10-08T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;Y;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.90880983355109, 34.978011677541794]}";34.9780116775, -78.9088098336
1145;103771423.0;CUMBERLAND;25.0;FAYETTEVILLE;I 95;0.07300000000000001;S;SR 2219;NC 59;I 95;1000009530.0;5.083;I 95;INTERSTATE;K;2013-05-30T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;Y;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.89014590892252, 34.96110225294861]}";34.9611022529, -78.8901459089
1129;104103784.0;DAVIDSON;28.0;LEXINGTON;CENTRAL;1.0;E;FIFTH;SINK INN;SR 1277;4000127730.0;0.0;SR 1277;SR;K;2013-05-04T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.27489191426955, 35.82610699446384]}";35.8261069945, -80.2748919143
1116;102843425.0;CUMBERLAND;25.0;FAYETTEVILLE;EASTERN;0.027;N;LOCUST;RUSSELL;I 95BUS;1900009530.0;9.179;I 95BUS;INTERSTATE;K;2010-03-30T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.86585323288081, 35.044007337407244]}";35.0440073374, -78.8658532329
